"コード","銘柄名","市場"
"8905","イオンモール","東P"
"8917","ファースト住建","東P"
"8919","カチタス","東P"
"8923","トーセイ","東P"
"8934","サンフロンティア不動産","東P"
"8935","ＦＪネクストＨＬＤＧ","東P"
"8940","インテリックス","東P"
"8945","サンネクスタグループ","東P"
"8999","グランディハウス","東P"
"9001","東武鉄道","東P"
"9003","相鉄ＨＬＤＧ","東P"
"9005","東急","東P"
"9006","京浜急行電鉄","東P"
"9007","小田急電鉄","東P"
"9008","京王電鉄","東P"
"9009","京成電鉄","東P"
"9010","富士急行","東P"
"9020","東日本旅客鉄道","東P"
"9021","西日本旅客鉄道","東P"
"9022","東海旅客鉄道","東P"
"9024","西武ＨＬＤＧ","東P"
"9025","鴻池運輸","東P"
"9031","西日本鉄道","東P"
"9037","ハマキョウレックス","東P"
"9039","サカイ引越センター","東P"
"9041","近鉄グループＨＬＤＧ","東P"
"9042","阪急阪神ＨＬＤＧ","東P"
"9044","南海電気鉄道","東P"
"9045","京阪ＨＬＤＧ","東P"
"9046","神戸電鉄","東P"
"9048","名古屋鉄道","東P"
"9052","山陽電気鉄道","東P"
"9055","アルプス物流","東P"
"9058","トランコム","東P"
"9064","ヤマトＨＬＤＧ","東P"
"9065","山九","東P"
"9066","日新","東P"
"9068","丸全昭和運輸","東P"
"9069","センコーグループＨＬＤＧ","東P"
"9070","トナミＨＬＤＧ","東P"
"9072","ニッコンＨＬＤＧ","東P"
"9075","福山通運","東P"
"9076","セイノーＨＬＤＧ","東P"
"9081","神奈川中央交通","東P"
"9090","ＡＺ−ＣＯＭ丸和ＨＬＤＧ","東P"
"9099","Ｃ＆ＦロジＨＬＤＧ","東P"
"9101","日本郵船","東P"
"9104","商船三井","東P"
"9107","川崎汽船","東P"
"9110","ＮＳユナイテッド海運","東P"
"9119","飯野海運","東P"
"9142","九州旅客鉄道","東P"
"9143","ＳＧ　ＨＬＤＧ","東P"
"9147","ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳ","東P"
"9201","日本航空","東P"
"9202","ＡＮＡ　ＨＬＤＧ","東P"
"9216","ビーウィズ","東P"
"9247","TRE ＨＬＤＧ","東P"
"9248","人・夢・技術グループ","東P"
"9260","西本Ｗｉｓｍｅｔｔａｃ　ＨＬＤ","東P"
"9262","シルバーライフ","東P"
"9267","Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅ","東P"
"9273","コーア商事ＨＬＤＧ","東P"
"9274","ＫＰＰグループＨＬＤＧ","東P"
"9278","ブックオフグループＨＬＤＧ","東P"
"9279","ギフトＨＬＤＧ","東P"
"9301","三菱倉庫","東P"
"9302","三井倉庫ＨＬＤＧ","東P"
"9303","住友倉庫","東P"
"9304","澁澤倉庫","東P"
"9305","ヤマタネ","東P"
"9310","日本トランスシティ","東P"
"9319","中央倉庫","東P"
"9324","安田倉庫","東P"
"9325","ファイズＨＬＤＧ","東P"
"9336","大栄環境","東P"
"9347","日本管財ＨＬＤＧ","東P"
"9351","東洋埠頭","東P"
"9364","上組","東P"
"9381","エーアイテイー","東P"
"9384","内外トランスライン","東P"
"9385","ショーエイコーポレーション","東P"
"9386","日本コンセプト","東P"
"9401","ＴＢＳＨＬＤＧ","東P"
"9404","日本テレビＨＬＤＧ","東P"
"9405","朝日放送グループＨＬＤＧ","東P"
"9409","テレビ朝日ＨＬＤＧ","東P"
"9412","スカパーＪＳＡＴ　ＨＬＤＧ","東P"
"9413","テレビ東京ＨＬＤＧ","東P"
"9416","ビジョン","東P"
"9418","ＵＳＥＮ―ＮＥＸＴ　ＨＬＤＧ","東P"
"9419","ワイヤレスゲート","東P"
"9424","日本通信","東P"
"9432","日本電信電話","東P"
"9433","ＫＤＤＩ","東P"
"9434","ソフトバンク","東P"
"9435","光通信","東P"
"9438","エムティーアイ","東P"
"9449","ＧＭＯインターネットグループ","東P"
"9450","ファイバーゲート","東P"
"9468","ＫＡＤＯＫＡＷＡ","東P"
"9470","学研ＨＬＤＧ","東P"
"9474","ゼンリン","東P"
"9501","東京電力ＨＬＤＧ","東P"
"9502","中部電力","東P"
"9503","関西電力","東P"
"9504","中国電力","東P"
"9505","北陸電力","東P"
"9506","東北電力","東P"
"9507","四国電力","東P"
"9508","九州電力","東P"
"9509","北海道電力","東P"
"9511","沖縄電力","東P"
"9513","電源開発","東P"
"9514","エフオン","東P"
"9517","イーレックス","東P"
"9519","レノバ","東P"
"9531","東京瓦斯","東P"
"9532","大阪瓦斯","東P"
"9533","東邦瓦斯","東P"
"9534","北海道瓦斯","東P"
"9535","広島ガス","東P"
"9536","西部ガスＨＬＤＧ","東P"
"9543","静岡ガス","東P"
"9551","メタウォーター","東P"
"9600","アイネット","東P"
"9601","松竹","東P"
"9602","東宝","東P"
"9603","エイチ・アイ・エス","東P"
"9605","東映","東P"
"9612","ラックランド","東P"
"9613","エヌ・ティ・ティ・データ","東P"
"9616","共立メンテナンス","東P"
"9619","イチネンＨＬＤＧ","東P"
"9621","建設技術研究所","東P"
"9622","スペース","東P"
"9627","アインＨＬＤＧ","東P"
"9628","燦ＨＬＤＧ","東P"
"9629","ピー・シー・エー","東P"
"9644","タナベコンサルティンググループ","東P"
"9658","ビジネスブレイン太田昭和","東P"
"9663","ナガワ","東P"
"9672","東京都競馬","東P"
"9678","カナモト","東P"
"9682","ＤＴＳ","東P"
"9684","スクウェア・エニックスＨＬＤＧ","東P"
"9692","シーイーシー","東P"
"9697","カプコン","東P"
"9699","ニシオＨＬＤＧ","東P"
"9702","アイ・エス・ビー","東P"
"9706","日本空港ビルデング","東P"
"9715","トランス・コスモス","東P"
"9716","乃村工藝社","東P"
"9717","ジャステック","東P"
"9719","ＳＣＳＫ","東P"
"9722","藤田観光","東P"
"9729","トーカイ","東P"
"9735","セコム","東P"
"9739","ＮＳＷ","東P"
"9740","セントラル警備保障","東P"
"9742","アイネス","東P"
"9743","丹青社","東P"
"9744","メイテック","東P"
"9746","ＴＫＣ","東P"
"9749","富士ソフト","東P"
"9755","応用地質","東P"
"9757","船井総研ＨＬＤＧ","東P"
"9759","ＮＳＤ","東P"
"9765","オオバ","東P"
"9766","コナミグループ","東P"
"9769","学究社","東P"
"9783","ベネッセＨＬＤＧ","東P"
"9787","イオンディライト","東P"
"9788","ナック","東P"
"9790","福井コンピュータＨＬＤＧ","東P"
"9793","ダイセキ","東P"
"9795","ステップ","東P"
"9810","日鉄物産","東P"
"9824","泉州電業","東P"
"9830","トラスコ中山","東P"
"9831","ヤマダＨＬＤＧ","東P"
"9832","オートバックスセブン","東P"
"9837","モリト","東P"
"9842","アークランズ","東P"
"9843","ニトリＨＬＤＧ","東P"
"9850","グルメ杵屋","東P"
"9861","吉野家ＨＬＤＧ","東P"
"9869","加藤産業","東P"
"9880","イノテック","東P"
"9882","イエローハット","東P"
"9887","松屋フーズＨＬＤＧ","東P"
"9889","ＪＢＣＣ　ＨＬＤＧ","東P"
"9896","ＪＫ　ＨＬＤＧ","東P"
"9900","サガミＨＬＤＧ","東P"
"9902","日伝","東P"
"9928","ミロク情報サービス","東P"
"9932","杉本商事","東P"
"9934","因幡電機産業","東P"
"9936","王将フードサービス","東P"
"9946","ミニストップ","東P"
"9948","アークス","東P"
"9956","バローＨＬＤＧ","東P"
"9960","東テク","東P"
"9962","ミスミグループ本社","東P"
"9974","ベルク","東P"
"9983","ファーストリテイリング","東P"
"9984","ソフトバンクグループ","東P"
"9987","スズケン","東P"
"9989","サンドラッグ","東P"
"9990","サックスバー　ＨＬＤＧ","東P"
"9991","ジェコス","東P"
"9995","グローセル","東P"
"9997","ベルーナ","東P"
"コード","銘柄名","市場"
